year,region,10_12_public_science_humanities,10_12_public_technology,10_12_public_artistic,10_12_public_professional_CP,10_12_public_professional_AC,10_12_public_education,10_12_public_vocational,10_12_private_science_humanities,10_12_private_technology,10_12_private_artistic,10_12_private_professional_CP,10_12_private_professional_AC,10_12_private_education,10_12_private_vocational
2012 / 2013,Nisa,90.0,,,,,,,0.0,,,,,,
2012 / 2013,Ponte de Sor,354.0,,,104.0,53.0,22.0,,0.0,,,0.0,0.0,0.0,
2012 / 2013,Portalegre,844.0,11.0,,205.0,266.0,18.0,,0.0,0.0,,0.0,0.0,0.0,
2012 / 2013,Sousel,,,,,,,,,,,,,,
2012 / 2013,Alentejo Central,3284.0,46.0,,915.0,397.0,18.0,,0.0,0.0,,565.0,0.0,0.0,
2012 / 2013,Alandroal,,,,12.0,,,,,,,0.0,,,
2012 / 2013,Arraiolos,134.0,,,18.0,,,,0.0,,,0.0,,,
2012 / 2013,Borba,,,,,,,,,,,,,,
2012 / 2013,Estremoz,472.0,,,77.0,,,,0.0,,,73.0,,,
2012 / 2013,Évora,1290.0,46.0,,361.0,397.0,18.0,,0.0,0.0,,492.0,0.0,0.0,
2012 / 2013,Montemor-o-Novo,222.0,,,79.0,,,,0.0,,,0.0,,,
2012 / 2013,Mora,52.0,,,11.0,,,,0.0,,,0.0,,,
2012 / 2013,Mourão,,,,,,,,,,,,,,
2012 / 2013,Portel,,,,8.0,,,,,,,0.0,,,
2012 / 2013,Redondo,69.0,,,68.0,,,,0.0,,,0.0,,,
2012 / 2013,Reguengos de Monsaraz,273.0,,,86.0,,,,0.0,,,0.0,,,
2012 / 2013,Vendas Novas,284.0,,,82.0,,,,0.0,,,0.0,,,
2012 / 2013,Viana do Alentejo,120.0,,,37.0,,,,0.0,,,0.0,,,
2012 / 2013,Vila Viçosa,368.0,,,76.0,,,,0.0,,,0.0,,,
2012 / 2013,Algarve,7507.0,141.0,30.0,4521.0,1232.0,183.0,,191.0,0.0,0.0,488.0,0.0,0.0,
2012 / 2013,Algarve,7507.0,141.0,30.0,4521.0,1232.0,183.0,,191.0,0.0,0.0,488.0,0.0,0.0,
2012 / 2013,Albufeira,813.0,,,494.0,,,,0.0,,,129.0,,,
2012 / 2013,Alcoutim,,,,,,,,,,,,,,
2012 / 2013,Aljezur,,,,,,,,,,,,,,
2012 / 2013,Castro Marim,,,,,,,,,,,,,,
2012 / 2013,Faro,1456.0,38.0,30.0,706.0,791.0,104.0,,0.0,0.0,0.0,109.0,0.0,0.0,
2012 / 2013,Lagoa,125.0,,,177.0,,,,71.0,,,0.0,,,
2012 / 2013,Lagos,622.0,,,457.0,,11.0,,24.0,,,0.0,,0.0,
2012 / 2013,Loulé,1163.0,15.0,,571.0,,39.0,,82.0,0.0,,154.0,,0.0,
2012 / 2013,Monchique,,,,,,,,,,,,,,
2012 / 2013,Olhão,605.0,,,425.0,,,,0.0,,,0.0,,,
2012 / 2013,Portimão,1319.0,43.0,,872.0,441.0,29.0,,0.0,0.0,,96.0,0.0,0.0,
2012 / 2013,São Brás de Alportel,131.0,,,130.0,,,,0.0,,,0.0,,,
2012 / 2013,Silves,383.0,25.0,,223.0,,,,14.0,0.0,,0.0,,,
2012 / 2013,Tavira,507.0,,,162.0,,,,0.0,,,0.0,,,
2012 / 2013,Vila do Bispo,,,,,,,,,,,,,,
2012 / 2013,Vila Real de Santo António,383.0,20.0,,304.0,,,,0.0,0.0,,0.0,,,
2012 / 2013,Região Autónoma dos Açores,5333.0,649.0,,552.0,637.0,,,30.0,0.0,,2082.0,72.0,,
2012 / 2013,Região Autónoma dos Açores,5333.0,649.0,,552.0,637.0,,,30.0,0.0,,2082.0,72.0,,
2012 / 2013,Região Autónoma dos Açores,5333.0,649.0,,552.0,637.0,,,30.0,0.0,,2082.0,72.0,,
2012 / 2013,Angra do Heroísmo,733.0,,,,198.0,,,0.0,,,,0.0,,
2012 / 2013,Calheta,82.0,,,,,,,0.0,,,,,,
2012 / 2013,Corvo,,,,,,,,,,,,,,
2012 / 2013,Horta,364.0,,,,20.0,,,0.0,,,,0.0,,
2012 / 2013,Lagoa,180.0,,,,116.0,,,0.0,,,,0.0,,
2012 / 2013,Lajes das Flores,,,,,,,,,,,,,,
2012 / 2013,Lajes do Pico,114.0,9.0,,,38.0,,,0.0,0.0,,,0.0,,
2012 / 2013,Madalena,138.0,,,,,,,0.0,,,,,,
2012 / 2013,Nordeste,90.0,,,,,,,0.0,,,,,,
2012 / 2013,Ponta Delgada,1933.0,317.0,,479.0,144.0,,,30.0,0.0,,876.0,20.0,,
2012 / 2013,Povoação,148.0,,,,19.0,,,0.0,,,,0.0,,
2012 / 2013,Ribeira Grande,378.0,136.0,,,60.0,,,0.0,0.0,,,0.0,,
2012 / 2013,Santa Cruz da Graciosa,94.0,15.0,,,,,,0.0,0.0,,,,,
2012 / 2013,Santa Cruz das Flores,83.0,,,,,,,0.0,,,,,,
2012 / 2013,São Roque do Pico,61.0,12.0,,,,,,0.0,0.0,,,,,
2012 / 2013,Velas,108.0,,,,,,,0.0,,,,,,
2012 / 2013,Vila da Praia da Vitória,391.0,108.0,,48.0,36.0,,,0.0,0.0,,244.0,0.0,,
2012 / 2013,Vila do Porto,138.0,52.0,,25.0,6.0,,,0.0,0.0,,0.0,0.0,,
2012 / 2013,Vila Franca do Campo,298.0,,,,,,,0.0,,,,,,
2012 / 2013,Região Autónoma da Madeira,5125.0,715.0,,934.0,42.0,319.0,,503.0,36.0,,1567.0,87.0,65.0,
2012 / 2013,Região Autónoma da Madeira,5125.0,715.0,,934.0,42.0,319.0,,503.0,36.0,,1567.0,87.0,65.0,
2012 / 2013,Região Autónoma da Madeira,5125.0,715.0,,934.0,42.0,319.0,,503.0,36.0,,1567.0,87.0,65.0,
2012 / 2013,Calheta,155.0,27.0,,,,20.0,,0.0,0.0,,,,0.0,
2012 / 2013,Câmara de Lobos,175.0,15.0,,121.0,,,,0.0,0.0,,0.0,,,
2012 / 2013,Funchal,3474.0,480.0,,622.0,42.0,234.0,,503.0,36.0,,1567.0,87.0,65.0,
2012 / 2013,Machico,413.0,49.0,,19.0,,,,0.0,0.0,,0.0,,,
2012 / 2013,Ponta do Sol,150.0,,,,,,,0.0,,,,,,
2012 / 2013,Porto Moniz,47.0,,,,,,,0.0,,,,,,
2012 / 2013,Porto Santo,90.0,24.0,,11.0,,16.0,,0.0,0.0,,0.0,,0.0,
2012 / 2013,Ribeira Brava,228.0,82.0,,94.0,,25.0,,0.0,0.0,,0.0,,0.0,
2012 / 2013,Santa Cruz,120.0,38.0,,29.0,,,,0.0,0.0,,0.0,,,
2012 / 2013,Santana,181.0,,,,,18.0,,0.0,,,,,0.0,
2012 / 2013,São Vicente,92.0,,,38.0,,6.0,,0.0,,,0.0,,0.0,
2011 / 2012,Portugal,176528.0,6550.0,2214.0,67176.0,20937.0,1895.0,,22603.0,3595.0,127.0,46573.0,119.0,117.0,
2011 / 2012,Continente,165831.0,3877.0,2214.0,66395.0,20654.0,1559.0,,22049.0,3527.0,127.0,42865.0,0.0,16.0,
2011 / 2012,Norte,59478.0,994.0,946.0,27285.0,9679.0,575.0,,9986.0,3249.0,116.0,16048.0,0.0,0.0,
2011 / 2012,Alto Minho,4000.0,,,2205.0,1211.0,29.0,,233.0,,,1755.0,0.0,0.0,
2011 / 2012,Arcos de Valdevez,310.0,,,249.0,,,,0.0,,,242.0,,,
2011 / 2012,Caminha,166.0,,,27.0,,,,173.0,,,467.0,,,
2011 / 2012,Melgaço,137.0,,,9.0,,,,0.0,,,93.0,,,
2011 / 2012,Monção,306.0,,,111.0,,,,0.0,,,196.0,,,
2011 / 2012,Paredes de Coura,69.0,,,,,,,0.0,,,,,,
2011 / 2012,Ponte da Barca,180.0,,,125.0,,,,0.0,,,112.0,,,
2011 / 2012,Ponte de Lima,672.0,,,680.0,,,,0.0,,,0.0,,,
2011 / 2012,Valença,221.0,,,63.0,,,,0.0,,,113.0,,,
2011 / 2012,Viana do Castelo,1816.0,,,898.0,1211.0,29.0,,17.0,,,309.0,0.0,0.0,
2011 / 2012,Vila Nova de Cerveira,123.0,,,43.0,,,,43.0,,,83.0,,,
2011 / 2012,Cávado,7541.0,109.0,60.0,2951.0,1394.0,85.0,,1464.0,0.0,0.0,2450.0,0.0,0.0,
2011 / 2012,Amares,279.0,,,174.0,,,,0.0,,,148.0,,,
2011 / 2012,Barcelos,1749.0,66.0,,939.0,,20.0,,385.0,0.0,,418.0,,0.0,
2011 / 2012,Braga,4195.0,43.0,60.0,1272.0,1394.0,65.0,,1079.0,0.0,0.0,1156.0,0.0,0.0,
2011 / 2012,Esposende,649.0,,,214.0,,,,0.0,,,177.0,,,
2011 / 2012,Terras de Bouro,115.0,,,59.0,,,,0.0,,,0.0,,,
2011 / 2012,Vila Verde,554.0,,,293.0,,,,0.0,,,551.0,,,
2011 / 2012,Ave,6989.0,114.0,,3354.0,,42.0,,1220.0,0.0,,2374.0,,0.0,
2011 / 2012,Cabeceiras de Basto,,,,34.0,,,,,,,119.0,,,
2011 / 2012,Fafe,933.0,16.0,,320.0,,,,0.0,0.0,,162.0,,,
2011 / 2012,Guimarães,2926.0,71.0,,1069.0,,18.0,,168.0,0.0,,588.0,,0.0,
2011 / 2012,Mondim de Basto,146.0,,,126.0,,,,0.0,,,0.0,,,
2011 / 2012,Póvoa de Lanhoso,378.0,,,243.0,,24.0,,0.0,,,140.0,,0.0,
2011 / 2012,Vieira do Minho,207.0,,,152.0,,,,0.0,,,0.0,,,
2011 / 2012,Vila Nova de Famalicão,1932.0,,,1146.0,,,,707.0,,,1365.0,,,
2011 / 2012,Vizela,467.0,27.0,,264.0,,,,0.0,0.0,,0.0,,,
2011 / 2012,Área Metropolitana do Porto,26471.0,647.0,886.0,11920.0,5913.0,241.0,,6153.0,2347.0,116.0,6924.0,0.0,0.0,
2011 / 2012,Arouca,363.0,,,224.0,,20.0,,0.0,,,0.0,,0.0,
2011 / 2012,Espinho,1125.0,,,440.0,,,,0.0,,,389.0,,,
2011 / 2012,Gondomar,2056.0,,,782.0,83.0,,,630.0,,,145.0,0.0,,
2011 / 2012,Maia,1822.0,19.0,,551.0,329.0,,,34.0,246.0,,135.0,0.0,,
2011 / 2012,Matosinhos,2661.0,,,918.0,,56.0,,35.0,,,560.0,,0.0,
2011 / 2012,Oliveira de Azeméis,798.0,,,694.0,,28.0,,0.0,,,0.0,,0.0,
2011 / 2012,Paredes,1319.0,47.0,,523.0,115.0,,,68.0,0.0,,0.0,0.0,,
2011 / 2012,Porto,4687.0,329.0,886.0,1985.0,4230.0,103.0,,3668.0,0.0,116.0,3297.0,0.0,0.0,
2011 / 2012,Póvoa de Varzim,1760.0,101.0,,493.0,,,,62.0,0.0,,0.0,,,
2011 / 2012,Santa Maria da Feira,1131.0,,,687.0,1060.0,34.0,,826.0,,,451.0,0.0,0.0,
2011 / 2012,Santo Tirso,1023.0,,,989.0,,,,328.0,,,543.0,,,
2011 / 2012,São João da Madeira,1015.0,21.0,,693.0,96.0,,,45.0,0.0,,228.0,0.0,,
2011 / 2012,Trofa,489.0,62.0,,270.0,,,,291.0,0.0,,0.0,,,
2011 / 2012,Vale de Cambra,396.0,,,235.0,,,,0.0,,,0.0,,,
2011 / 2012,Valongo,1619.0,36.0,,527.0,,,,0.0,0.0,,131.0,,,
2011 / 2012,Vila do Conde,1093.0,,,429.0,,,,0.0,,,225.0,,,
2011 / 2012,Vila Nova de Gaia,3114.0,32.0,,1480.0,,,,166.0,1998.0,,820.0,,,
2011 / 2012,Alto Tâmega,1512.0,,,542.0,265.0,,,0.0,,,302.0,0.0,,
2011 / 2012,Boticas,,,,10.0,,,,,,,0.0,,,
2011 / 2012,Chaves,877.0,,,246.0,265.0,,,0.0,,,293.0,0.0,,
2011 / 2012,Montalegre,137.0,,,51.0,,,,0.0,,,9.0,,,
2011 / 2012,Ribeira de Pena,101.0,,,73.0,,,,0.0,,,0.0,,,
2011 / 2012,Valpaços,200.0,,,94.0,,,,0.0,,,0.0,,,
2011 / 2012,Vila Pouca de Aguiar,197.0,,,68.0,,,,0.0,,,0.0,,,
2011 / 2012,Tâmega e Sousa,7216.0,71.0,,3781.0,,,,618.0,846.0,,917.0,,,
2011 / 2012,Amarante,507.0,,,324.0,,,,464.0,,,310.0,,,
2011 / 2012,Baião,245.0,,,154.0,,,,0.0,,,0.0,,,
2011 / 2012,Castelo de Paiva,273.0,,,271.0,,,,0.0,,,0.0,,,
2011 / 2012,Celorico de Basto,237.0,,,257.0,,,,0.0,,,0.0,,,
2011 / 2012,Cinfães,302.0,,,192.0,,,,0.0,,,71.0,,,
2011 / 2012,Felgueiras,1174.0,,,634.0,,,,0.0,,,249.0,,,
2011 / 2012,Lousada,944.0,,,316.0,,,,0.0,,,73.0,,,
2011 / 2012,Marco de Canaveses,1033.0,71.0,,535.0,,,,0.0,0.0,,82.0,,,
2011 / 2012,Paços de Ferreira,1041.0,,,334.0,,,,0.0,,,132.0,,,
2011 / 2012,Penafiel,1369.0,,,613.0,,,,0.0,,,0.0,,,
2011 / 2012,Resende,91.0,,,151.0,,,,154.0,,,0.0,,,
2011 / 2012,Douro,3748.0,36.0,,1718.0,603.0,74.0,,203.0,56.0,,1093.0,0.0,0.0,
2011 / 2012,Alijó,133.0,,,93.0,,,,0.0,,,0.0,,,
2011 / 2012,Armamar,,,,,,,,,,,,,,
2011 / 2012,Carrazeda de Ansiães,74.0,,,57.0,,,,0.0,,,80.0,,,
2011 / 2012,Freixo de Espada à Cinta,,,,11.0,,,,,,,0.0,,,
2011 / 2012,Lamego,649.0,,,268.0,,,,136.0,,,123.0,,,
2011 / 2012,Mesão Frio,70.0,,,86.0,,,,0.0,,,0.0,,,
2011 / 2012,Moimenta da Beira,310.0,,,57.0,,,,0.0,,,134.0,,,
2011 / 2012,Murça,100.0,,,29.0,,,,0.0,,,92.0,,,
2011 / 2012,Penedono,,,,,,,,,,,,,,
2011 / 2012,Peso da Régua,386.0,36.0,,650.0,,,,0.0,0.0,,0.0,,,
2011 / 2012,Sabrosa,101.0,,,57.0,,,,0.0,,,0.0,,,
2011 / 2012,Santa Marta de Penaguião,,,,,,,,,,,,,,
2011 / 2012,São João da Pesqueira,148.0,,,,,,,0.0,,,,,,
2011 / 2012,Sernancelhe,,,,,,,,,,,,,,
2011 / 2012,Tabuaço,101.0,,,36.0,,,,0.0,,,0.0,,,
2011 / 2012,Tarouca,134.0,,,35.0,,,,0.0,,,0.0,,,
2011 / 2012,Torre de Moncorvo,102.0,,,44.0,,,,0.0,,,0.0,,,
2011 / 2012,Vila Nova de Foz Côa,113.0,,,26.0,,,,0.0,,,0.0,,,
2011 / 2012,Vila Real,1327.0,,,269.0,603.0,74.0,,67.0,,,343.0,0.0,0.0,
2011 / 2012,Terras de Trás-os-Montes,2001.0,17.0,,814.0,293.0,104.0,,95.0,0.0,,233.0,0.0,0.0,
2011 / 2012,Alfândega da Fé,106.0,,,24.0,,,,0.0,,,0.0,,,
2011 / 2012,Bragança,761.0,17.0,,203.0,293.0,64.0,,0.0,0.0,,121.0,0.0,0.0,
2011 / 2012,Macedo de Cavaleiros,229.0,,,82.0,,,,0.0,,,0.0,,,
2011 / 2012,Miranda do Douro,146.0,,,45.0,,,,0.0,,,0.0,,,
2011 / 2012,Mirandela,398.0,,,397.0,,40.0,,95.0,,,112.0,,0.0,
2011 / 2012,Mogadouro,154.0,,,46.0,,,,0.0,,,0.0,,,
2011 / 2012,Vila Flor,96.0,,,17.0,,,,0.0,,,0.0,,,
2011 / 2012,Vimioso,,,,,,,,,,,,,,
2011 / 2012,Vinhais,111.0,,,,,,,0.0,,,,,,
2011 / 2012,Centro,37458.0,1154.0,,15629.0,2494.0,286.0,,5524.0,278.0,,12081.0,0.0,0.0,
2011 / 2012,Oeste,4836.0,129.0,,2343.0,18.0,,,1694.0,0.0,,1602.0,0.0,,
2011 / 2012,Alcobaça,661.0,36.0,,387.0,,,,429.0,0.0,,167.0,,,
2011 / 2012,Alenquer,627.0,,,329.0,,,,0.0,,,0.0,,,
2011 / 2012,Arruda dos Vinhos,,,,,,,,,,,,,,
2011 / 2012,Bombarral,201.0,,,57.0,,,,0.0,,,0.0,,,
2011 / 2012,Cadaval,138.0,,,64.0,,,,0.0,,,0.0,,,
2011 / 2012,Caldas da Rainha,908.0,51.0,,397.0,18.0,,,290.0,0.0,,333.0,0.0,,
2011 / 2012,Lourinhã,363.0,,,140.0,,,,0.0,,,0.0,,,
2011 / 2012,Nazaré,,,,,,,,,,,,,,
2011 / 2012,Óbidos,71.0,,,75.0,,,,0.0,,,0.0,,,
2011 / 2012,Peniche,455.0,,,208.0,,,,0.0,,,0.0,,,
2011 / 2012,Sobral de Monte Agraço,124.0,,,22.0,,,,0.0,,,0.0,,,
2011 / 2012,Torres Vedras,1288.0,42.0,,664.0,,,,298.0,0.0,,733.0,,,
2011 / 2012,Região de Aveiro,5986.0,168.0,,2818.0,471.0,19.0,,908.0,12.0,,1519.0,0.0,0.0,
2011 / 2012,Águeda,772.0,34.0,,397.0,215.0,19.0,,0.0,0.0,,0.0,0.0,0.0,
2011 / 2012,Albergaria-a-Velha,253.0,8.0,,198.0,,,,202.0,0.0,,187.0,,,
2011 / 2012,Anadia,369.0,,,146.0,,,,148.0,,,202.0,,,
2011 / 2012,Aveiro,2089.0,40.0,,601.0,256.0,,,0.0,0.0,,750.0,0.0,,
2011 / 2012,Estarreja,366.0,15.0,,380.0,,,,0.0,0.0,,0.0,,,
2011 / 2012,Ílhavo,474.0,41.0,,185.0,,,,0.0,0.0,,0.0,,,
2011 / 2012,Murtosa,64.0,,,30.0,,,,0.0,,,0.0,,,
2011 / 2012,Oliveira do Bairro,201.0,,,128.0,,,,260.0,,,73.0,,,
2011 / 2012,Ovar,971.0,30.0,,234.0,,,,0.0,0.0,,181.0,,,
2011 / 2012,Sever do Vouga,224.0,,,88.0,,,,0.0,,,0.0,,,
2011 / 2012,Vagos,203.0,,,431.0,,,,298.0,,,126.0,,,
2011 / 2012,Região de Coimbra,7568.0,292.0,,3062.0,542.0,56.0,,1022.0,0.0,,2457.0,0.0,0.0,
2011 / 2012,Arganil,212.0,,,166.0,178.0,22.0,,0.0,,,0.0,0.0,0.0,
2011 / 2012,Cantanhede,565.0,22.0,,172.0,,,,177.0,0.0,,203.0,,,
2011 / 2012,Coimbra,3341.0,129.0,,1535.0,364.0,9.0,,742.0,0.0,,787.0,0.0,0.0,
2011 / 2012,Condeixa-a-Nova,151.0,,,42.0,,,,0.0,,,0.0,,,
2011 / 2012,Figueira da Foz,1120.0,68.0,,305.0,,,,0.0,0.0,,315.0,,,
2011 / 2012,Góis,,,,,,,,,,,,,,
2011 / 2012,Lousã,303.0,30.0,,106.0,,,,0.0,0.0,,118.0,,,
2011 / 2012,Mealhada,213.0,,,35.0,,,,0.0,,,214.0,,,
2011 / 2012,Mira,186.0,10.0,,63.0,,,,0.0,0.0,,0.0,,,
2011 / 2012,Miranda do Corvo,168.0,10.0,,44.0,,,,0.0,0.0,,0.0,,,
2011 / 2012,Montemor-o-Velho,230.0,23.0,,35.0,,,,0.0,0.0,,276.0,,,
2011 / 2012,Mortágua,157.0,,,47.0,,,,0.0,,,111.0,,,
2011 / 2012,Oliveira do Hospital,406.0,,,111.0,,25.0,,0.0,,,142.0,,0.0,
2011 / 2012,Pampilhosa da Serra,10.0,,,25.0,,,,0.0,,,0.0,,,
2011 / 2012,Penacova,103.0,,,82.0,,,,0.0,,,110.0,,,
2011 / 2012,Penela,,,,,,,,,,,,,,
2011 / 2012,Soure,187.0,,,117.0,,,,103.0,,,77.0,,,
2011 / 2012,Tábua,128.0,,,91.0,,,,0.0,,,24.0,,,
2011 / 2012,Vila Nova de Poiares,88.0,,,86.0,,,,0.0,,,0.0,,,
2011 / 2012,Região de Leiria,4770.0,52.0,,1799.0,343.0,32.0,,823.0,66.0,,1865.0,0.0,0.0,
2011 / 2012,Alvaiázere,72.0,,,,,,,0.0,,,,,,
2011 / 2012,Ansião,171.0,,,,,,,0.0,,,,,,
2011 / 2012,Batalha,265.0,,,146.0,,,,0.0,,,0.0,,,
2011 / 2012,Castanheira de Pêra,,,,,,,,,,,,,,
2011 / 2012,Figueiró dos Vinhos,156.0,7.0,,25.0,,,,0.0,0.0,,0.0,,,
2011 / 2012,Leiria,2287.0,45.0,,740.0,343.0,32.0,,225.0,0.0,,520.0,0.0,0.0,
2011 / 2012,Marinha Grande,923.0,,,352.0,,,,21.0,,,253.0,,,
2011 / 2012,Pedrógão Grande,,,,,,,,,,,,,,
2011 / 2012,Pombal,619.0,,,378.0,,,,396.0,,,550.0,,,
2011 / 2012,Porto de Mós,277.0,,,158.0,,,,181.0,,,105.0,,,
2011 / 2012,Viseu Dão Lafões,5119.0,61.0,,1842.0,355.0,54.0,,0.0,0.0,,1638.0,0.0,0.0,
2011 / 2012,Aguiar da Beira,63.0,,,60.0,,,,0.0,,,0.0,,,
2011 / 2012,Carregal do Sal,92.0,,,71.0,,,,0.0,,,0.0,,,
2011 / 2012,Castro Daire,243.0,,,124.0,,,,0.0,,,102.0,,,
2011 / 2012,Mangualde,313.0,,,208.0,,,,0.0,,,0.0,,,
2011 / 2012,Nelas,233.0,,,152.0,,,,0.0,,,0.0,,,
2011 / 2012,Oliveira de Frades,243.0,,,98.0,,,,0.0,,,0.0,,,
2011 / 2012,Penalva do Castelo,93.0,,,104.0,,,,0.0,,,0.0,,,
2011 / 2012,Santa Comba Dão,217.0,,,56.0,,,,0.0,,,78.0,,,
2011 / 2012,São Pedro do Sul,250.0,,,111.0,,17.0,,0.0,,,225.0,,0.0,
2011 / 2012,Sátão,235.0,1.0,,97.0,,,,0.0,0.0,,0.0,,,
2011 / 2012,Tondela,506.0,,,97.0,,,,0.0,,,340.0,,,
2011 / 2012,Vila Nova de Paiva,119.0,,,47.0,,,,0.0,,,0.0,,,
2011 / 2012,Viseu,2372.0,60.0,,564.0,355.0,37.0,,0.0,0.0,,727.0,0.0,0.0,
2011 / 2012,Vouzela,140.0,,,53.0,,,,0.0,,,166.0,,,
2011 / 2012,Beira Baixa,1378.0,115.0,,486.0,192.0,30.0,,29.0,0.0,,414.0,0.0,0.0,
2011 / 2012,Castelo Branco,1071.0,115.0,,393.0,192.0,30.0,,0.0,0.0,,335.0,0.0,0.0,
2011 / 2012,Idanha-a-Nova,75.0,,,29.0,,,,0.0,,,79.0,,,
2011 / 2012,Oleiros,46.0,,,,,,,0.0,,,,,,
2011 / 2012,Penamacor,37.0,,,46.0,,,,0.0,,,0.0,,,
2011 / 2012,Proença-a-Nova,149.0,,,18.0,,,,29.0,,,0.0,,,
2011 / 2012,Vila Velha de Ródão,,,,,,,,,,,,,,
2011 / 2012,Médio Tejo,4044.0,177.0,,1745.0,364.0,41.0,,811.0,200.0,,1315.0,0.0,0.0,
2011 / 2012,Abrantes,701.0,14.0,,432.0,,,,0.0,0.0,,0.0,,,
2011 / 2012,Alcanena,166.0,32.0,,85.0,,,,0.0,0.0,,0.0,,,
2011 / 2012,Constância,,,,30.0,,,,,,,0.0,,,
2011 / 2012,Entroncamento,457.0,48.0,,109.0,,,,0.0,0.0,,213.0,,,
2011 / 2012,Ferreira do Zêzere,91.0,,,80.0,,,,0.0,,,0.0,,,
2011 / 2012,Mação,79.0,6.0,,65.0,,,,0.0,0.0,,0.0,,,
2011 / 2012,Ourém,430.0,,,179.0,,,,748.0,,,661.0,,,
2011 / 2012,Sardoal,55.0,,,76.0,,,,0.0,,,0.0,,,
2011 / 2012,Sertã,262.0,,,115.0,,,,63.0,,,153.0,,,
2011 / 2012,Tomar,946.0,57.0,,359.0,364.0,41.0,,0.0,0.0,,123.0,0.0,0.0,
2011 / 2012,Torres Novas,753.0,20.0,,183.0,,,,0.0,0.0,,165.0,,,
2011 / 2012,Vila de Rei,38.0,,,22.0,,,,0.0,,,0.0,,,
2011 / 2012,Vila Nova da Barquinha,66.0,,,10.0,,,,0.0,,,0.0,,,
2011 / 2012,Beiras e Serra da Estrela,3757.0,160.0,,1534.0,209.0,54.0,,237.0,0.0,,1271.0,0.0,0.0,
2011 / 2012,Almeida,113.0,,,37.0,,,,0.0,,,0.0,,,
2011 / 2012,Belmonte,58.0,13.0,,20.0,,,,0.0,0.0,,0.0,,,
2011 / 2012,Celorico da Beira,114.0,,,56.0,,,,0.0,,,0.0,,,
2011 / 2012,Covilhã,875.0,66.0,,517.0,8.0,19.0,,72.0,0.0,,34.0,0.0,0.0,
2011 / 2012,Figueira de Castelo Rodrigo,82.0,,,66.0,,,,0.0,,,0.0,,,
2011 / 2012,Fornos de Algodres,89.0,,,71.0,,,,0.0,,,0.0,,,
2011 / 2012,Fundão,382.0,,,252.0,,,,89.0,,,239.0,,,
2011 / 2012,Gouveia,209.0,,,65.0,,,,0.0,,,176.0,,,
2011 / 2012,Guarda,943.0,41.0,,137.0,127.0,,,0.0,0.0,,292.0,0.0,,
2011 / 2012,Manteigas,,,,,,,,,,,,,,
2011 / 2012,Mêda,71.0,,,45.0,,,,0.0,,,0.0,,,
2011 / 2012,Pinhel,145.0,,,27.0,,,,0.0,,,0.0,,,
2011 / 2012,Sabugal,104.0,,,63.0,,,,0.0,,,0.0,,,
2011 / 2012,Seia,366.0,40.0,,136.0,74.0,35.0,,0.0,0.0,,207.0,0.0,0.0,
2011 / 2012,Trancoso,206.0,,,42.0,,,,0.0,,,210.0,,,
2011 / 2012,Área Metropolitana de Lisboa,49636.0,1164.0,1217.0,14389.0,6814.0,403.0,,6244.0,0.0,11.0,10899.0,0.0,16.0,
2011 / 2012,Área Metropolitana de Lisboa,49636.0,1164.0,1217.0,14389.0,6814.0,403.0,,6244.0,0.0,11.0,10899.0,0.0,16.0,
2011 / 2012,Alcochete,466.0,54.0,,101.0,,,,0.0,0.0,,0.0,,,
2011 / 2012,Almada,3655.0,115.0,,1184.0,,,,152.0,0.0,,617.0,,,
2011 / 2012,Amadora,1995.0,111.0,,927.0,1310.0,77.0,,21.0,0.0,,960.0,0.0,0.0,
2011 / 2012,Barreiro,1983.0,51.0,,573.0,,39.0,,0.0,0.0,,135.0,,0.0,
2011 / 2012,Cascais,3254.0,43.0,13.0,941.0,273.0,20.0,,1661.0,0.0,0.0,319.0,0.0,0.0,
2011 / 2012,Lisboa,10772.0,254.0,1204.0,3482.0,2325.0,124.0,,3047.0,0.0,11.0,6018.0,0.0,16.0,
2011 / 2012,Loures,2567.0,112.0,,720.0,78.0,,,324.0,0.0,,140.0,0.0,,
2011 / 2012,Mafra,1101.0,33.0,,268.0,,,,283.0,0.0,,282.0,,,
2011 / 2012,Moita,627.0,21.0,,350.0,,,,0.0,0.0,,474.0,,,
2011 / 2012,Montijo,725.0,,,196.0,,,,0.0,,,248.0,,,
2011 / 2012,Odivelas,2725.0,13.0,,860.0,25.0,,,175.0,0.0,,0.0,0.0,,
2011 / 2012,Oeiras,3917.0,52.0,,600.0,,,,183.0,0.0,,697.0,,,
2011 / 2012,Palmela,1031.0,,,231.0,,,,171.0,,,0.0,,,
2011 / 2012,Seixal,2413.0,40.0,,907.0,880.0,,,62.0,0.0,,146.0,0.0,,
2011 / 2012,Sesimbra,858.0,14.0,,259.0,,,,0.0,0.0,,0.0,,,
2011 / 2012,Setúbal,2204.0,52.0,,593.0,370.0,83.0,,0.0,0.0,,376.0,0.0,0.0,
2011 / 2012,Sintra,7240.0,119.0,,1225.0,692.0,,,165.0,0.0,,487.0,0.0,,
2011 / 2012,Vila Franca de Xira,2103.0,80.0,,972.0,861.0,60.0,,0.0,0.0,,0.0,0.0,0.0,
2011 / 2012,Alentejo,11853.0,318.0,,4509.0,792.0,151.0,,106.0,0.0,,3385.0,0.0,0.0,
